"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player_Href","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP"
"Serie A","2023-09-03","Serie A (Matchweek 3)","Lecce","4-3-3",2,1.7,"Nikola Krstović · 6&rsquor; Gabriel Strefezza (P) · 90+8&rsquor;","3","0","Salernitana","3-4-3",0,1.1,"","3","0","https://fbref.com/en/matches/79dc2417/Lecce-Salernitana-September-3-2023-Serie-A","Salernitana","Away",NA,990,347,450,77.1,6037,2514,139,160,86.9,152,180,84.4,34,65,52.3,0,0.8,0.6,6,21,11,1,38
"Serie A","2023-09-03","Serie A (Matchweek 3)","Empoli","4-3-3",0,0.3,"","3","0","Juventus","3-5-2",2,2.7,"Danilo · 24&rsquor; Federico Chiesa · 82&rsquor;","3","0","https://fbref.com/en/matches/b14694a6/Empoli-Juventus-September-3-2023-Serie-A","Empoli","Home",NA,990,419,503,83.3,7194,2222,189,207,91.3,170,200,85,43,66,65.2,0,0.1,0.6,4,39,5,0,38
"Serie A","2023-09-03","Serie A (Matchweek 3)","Empoli","4-3-3",0,0.3,"","3","0","Juventus","3-5-2",2,2.7,"Danilo · 24&rsquor; Federico Chiesa · 82&rsquor;","3","0","https://fbref.com/en/matches/b14694a6/Empoli-Juventus-September-3-2023-Serie-A","Juventus","Away",NA,990,420,507,82.8,7555,2449,203,221,91.9,158,181,87.3,52,84,61.9,1,1.6,1.7,14,27,17,4,50
"Serie A","2023-09-16","Serie A (Matchweek 4)","Juventus","3-1-4-2",3,2.2,"Dušan Vlahović · 10&rsquor; Federico Chiesa · 26&rsquor; Dušan Vlahović · 67&rsquor;","5","0","Lazio","4-3-3",1,0.6,"Luis Alberto · 64&rsquor;","1","0","https://fbref.com/en/matches/b3226234/Juventus-Lazio-September-16-2023-Serie-A","Juventus","Home",NA,990,303,375,80.8,5797,2139,114,126,90.5,148,168,88.1,34,63,54,3,2,1.2,15,22,8,1,30
"Serie A","2023-09-16","Serie A (Matchweek 4)","Juventus","3-1-4-2",3,2.2,"Dušan Vlahović · 10&rsquor; Federico Chiesa · 26&rsquor; Dušan Vlahović · 67&rsquor;","5","0","Lazio","4-3-3",1,0.6,"Luis Alberto · 64&rsquor;","1","0","https://fbref.com/en/matches/b3226234/Juventus-Lazio-September-16-2023-Serie-A","Lazio","Away",NA,990,579,654,88.5,9433,3017,284,311,91.3,216,238,90.8,50,62,80.6,1,0.5,1,14,52,11,2,58
"Serie A","2023-09-16","Serie A (Matchweek 4)","Internazionale","3-5-2",5,2.6,"Henrikh Mkhitaryan · 5&rsquor; Marcus Thuram · 38&rsquor; Henrikh Mkhitaryan · 69&rsquor; Hakan Çalhanoğlu (P) · 79&rsquor; Davide Frattesi · 90+3&rsquor;","2","0","Milan","4-3-3",1,1.1,"Rafael Leão · 57&rsquor;","2","0","https://fbref.com/en/matches/10a39d69/Derby-della-Madonnina-Internazionale-Milan-September-16-2023-Serie-A","Internazionale","Home",NA,990,305,377,80.9,5601,2314,128,143,89.5,120,136,88.2,40,65,61.5,4,1.7,1.3,10,24,6,3,27
"Serie A","2023-09-16","Serie A (Matchweek 4)","Internazionale","3-5-2",5,2.6,"Henrikh Mkhitaryan · 5&rsquor; Marcus Thuram · 38&rsquor; Henrikh Mkhitaryan · 69&rsquor; Hakan Çalhanoğlu (P) · 79&rsquor; Davide Frattesi · 90+3&rsquor;","2","0","Milan","4-3-3",1,1.1,"Rafael Leão · 57&rsquor;","2","0","https://fbref.com/en/matches/10a39d69/Derby-della-Madonnina-Internazionale-Milan-September-16-2023-Serie-A","Milan","Away",NA,990,493,553,89.2,8077,2526,237,258,91.9,207,219,94.5,30,44,68.2,1,0.9,0.7,8,31,11,2,39
"Serie A","2023-09-16","Serie A (Matchweek 4)","Genoa","4-4-2",2,1.2,"Mattia Bani · 40&rsquor; Mateo Retegui · 56&rsquor;","3","0","Napoli","4-3-3",2,0.9,"Giacomo Raspadori · 76&rsquor; Matteo Politano · 84&rsquor;","2","0","https://fbref.com/en/matches/528f1128/Genoa-Napoli-September-16-2023-Serie-A","Genoa","Home",NA,990,239,335,71.3,4278,2012,114,133,85.7,91,118,77.1,25,57,43.9,2,1.1,0.5,7,15,4,1,23
"Serie A","2023-09-16","Serie A (Matchweek 4)","Genoa","4-4-2",2,1.2,"Mattia Bani · 40&rsquor; Mateo Retegui · 56&rsquor;","3","0","Napoli","4-3-3",2,0.9,"Giacomo Raspadori · 76&rsquor; Matteo Politano · 84&rsquor;","2","0","https://fbref.com/en/matches/528f1128/Genoa-Napoli-September-16-2023-Serie-A","Napoli","Away",NA,990,550,648,84.9,8504,2508,281,299,94,225,258,87.2,23,48,47.9,2,0.9,1.4,11,49,16,3,62
"Serie A","2023-09-17","Serie A (Matchweek 4)","Cagliari","3-5-2",0,1.6,"Mateusz Wieteska · 90+5&rsquor;","3","1","Udinese","3-5-2",0,0.7,"","1","0","https://fbref.com/en/matches/3ac89aa7/Cagliari-Udinese-September-17-2023-Serie-A","Cagliari","Home",NA,989,310,411,75.4,5820,2448,133,152,87.5,135,159,84.9,38,78,48.7,0,1.6,1,10,24,7,4,35
"Serie A","2023-09-17","Serie A (Matchweek 4)","Cagliari","3-5-2",0,1.6,"Mateusz Wieteska · 90+5&rsquor;","3","1","Udinese","3-5-2",0,0.7,"","1","0","https://fbref.com/en/matches/3ac89aa7/Cagliari-Udinese-September-17-2023-Serie-A","Udinese","Away",NA,990,400,488,82,6978,2605,179,201,89.1,167,194,86.1,40,70,57.1,0,0.7,0.8,10,37,7,2,44
"Serie A","2023-09-17","Serie A (Matchweek 4)","Monza","3-4-3",1,2.2,"Andrea Colpani · 24&rsquor; Luca Caldirola · 85&rsquor;","7","1","Lecce","4-3-3",1,0.9,"Nikola Krstović (P) · 3&rsquor; Federico Baschirotto · 55&rsquor;","1","1","https://fbref.com/en/matches/3cf257a0/Monza-Lecce-September-17-2023-Serie-A","Monza","Home",NA,984,487,580,84,9106,2563,194,214,90.7,237,264,89.8,49,71,69,1,1.7,1.8,18,40,15,2,62
"Serie A","2023-09-17","Serie A (Matchweek 4)","Monza","3-4-3",1,2.2,"Andrea Colpani · 24&rsquor; Luca Caldirola · 85&rsquor;","7","1","Lecce","4-3-3",1,0.9,"Nikola Krstović (P) · 3&rsquor; Federico Baschirotto · 55&rsquor;","1","1","https://fbref.com/en/matches/3cf257a0/Monza-Lecce-September-17-2023-Serie-A","Lecce","Away",NA,954,301,366,82.2,5425,2019,128,145,88.3,135,160,84.4,30,48,62.5,0,0.1,0.3,3,21,2,1,21
"Serie A","2023-09-17","Serie A (Matchweek 4)","Frosinone","4-4-2",4,2.8,"Walid Cheddira (P) · 45+4&rsquor; Luca Mazzitelli · 70&rsquor; Luca Mazzitelli · 76&rsquor; Pol Lirola · 90+6&rsquor;","4","0","Sassuolo","4-4-2",2,1.3,"Andrea Pinamonti · 7&rsquor; Andrea Pinamonti · 24&rsquor;","2","0","https://fbref.com/en/matches/f3fd4b8a/Frosinone-Sassuolo-September-17-2023-Serie-A","Frosinone","Home",NA,990,404,488,82.8,6659,2795,196,216,90.7,149,166,89.8,37,65,56.9,2,1.7,1.4,12,26,9,2,38
"Serie A","2023-09-17","Serie A (Matchweek 4)","Frosinone","4-4-2",4,2.8,"Walid Cheddira (P) · 45+4&rsquor; Luca Mazzitelli · 70&rsquor; Luca Mazzitelli · 76&rsquor; Pol Lirola · 90+6&rsquor;","4","0","Sassuolo","4-4-2",2,1.3,"Andrea Pinamonti · 7&rsquor; Andrea Pinamonti · 24&rsquor;","2","0","https://fbref.com/en/matches/f3fd4b8a/Frosinone-Sassuolo-September-17-2023-Serie-A","Sassuolo","Away",NA,990,310,400,77.5,5682,2344,141,160,88.1,136,156,87.2,33,68,48.5,2,1.1,1,15,29,9,0,47
"Serie A","2023-09-17","Serie A (Matchweek 4)","Fiorentina","4-2-3-1",3,1.1,"Giacomo Bonaventura · 35&rsquor; Lucas Martínez Quarta · 45&rsquor; Christian Kouamé · 76&rsquor;","1","0","Atalanta","3-4-1-2",2,0.7,"Teun Koopmeiners · 20&rsquor; Ademola Lookman · 53&rsquor;","2","0","https://fbref.com/en/matches/2a18afe9/Fiorentina-Atalanta-September-17-2023-Serie-A","Fiorentina","Home",NA,990,456,560,81.4,8603,3423,184,210,87.6,202,238,84.9,58,85,68.2,2,0.9,1,14,40,12,2,51
"Serie A","2023-09-17","Serie A (Matchweek 4)","Fiorentina","4-2-3-1",3,1.1,"Giacomo Bonaventura · 35&rsquor; Lucas Martínez Quarta · 45&rsquor; Christian Kouamé · 76&rsquor;","1","0","Atalanta","3-4-1-2",2,0.7,"Teun Koopmeiners · 20&rsquor; Ademola Lookman · 53&rsquor;","2","0","https://fbref.com/en/matches/2a18afe9/Fiorentina-Atalanta-September-17-2023-Serie-A","Atalanta","Away",NA,990,315,423,74.5,5563,2236,138,165,83.6,134,153,87.6,32,71,45.1,2,0.6,0.5,9,19,6,1,32
"Serie A","2023-09-17","Serie A (Matchweek 4)","Roma","3-5-2",7,2.4,"Paulo Dybala (P) · 2&rsquor; Renato Sanches · 8&rsquor; Alberto Grassi (OG) · 35&rsquor; Paulo Dybala · 55&rsquor; Bryan Cristante · 80&rsquor; Romelu Lukaku · 82&rsquor; Gianluca Mancini · 86&rsquor;","2","0","Empoli","4-3-3",0,0.2,"","2","0","https://fbref.com/en/matches/f164bc78/Roma-Empoli-September-17-2023-Serie-A","Roma","Home",NA,990,528,597,88.4,9009,2841,253,270,93.7,226,249,90.8,44,59,74.6,5,1.4,0.6,10,20,6,2,28
"Serie A","2023-09-17","Serie A (Matchweek 4)","Roma","3-5-2",7,2.4,"Paulo Dybala (P) · 2&rsquor; Renato Sanches · 8&rsquor; Alberto Grassi (OG) · 35&rsquor; Paulo Dybala · 55&rsquor; Bryan Cristante · 80&rsquor; Romelu Lukaku · 82&rsquor; Gianluca Mancini · 86&rsquor;","2","0","Empoli","4-3-3",0,0.2,"","2","0","https://fbref.com/en/matches/f164bc78/Roma-Empoli-September-17-2023-Serie-A","Empoli","Away",NA,990,456,526,86.7,7385,2221,224,237,94.5,196,212,92.5,26,47,55.3,0,0.1,0.4,6,36,5,3,35
"Serie A","2023-09-18","Serie A (Matchweek 4)","Salernitana","3-4-3",0,0.7,"","2","0","Torino","3-4-3",3,1.8,"Alessandro Buongiorno · 15&rsquor; Nemanja Radonjić · 41&rsquor; Nemanja Radonjić · 50&rsquor;","2","0","https://fbref.com/en/matches/a9334418/Salernitana-Torino-September-18-2023-Serie-A","Salernitana","Home",NA,990,434,546,79.5,6263,2221,241,274,88,150,179,83.8,21,45,46.7,0,0.7,0.7,13,31,6,2,32
"Serie A","2023-09-18","Serie A (Matchweek 4)","Salernitana","3-4-3",0,0.7,"","2","0","Torino","3-4-3",3,1.8,"Alessandro Buongiorno · 15&rsquor; Nemanja Radonjić · 41&rsquor; Nemanja Radonjić · 50&rsquor;","2","0","https://fbref.com/en/matches/a9334418/Salernitana-Torino-September-18-2023-Serie-A","Torino","Away",NA,990,337,431,78.2,5934,2306,168,189,88.9,129,153,84.3,36,71,50.7,1,1.3,0.4,7,28,7,1,32
"Serie A","2023-09-18","Serie A (Matchweek 4)","Hellas Verona","3-4-3",0,0.4,"","4","0","Bologna","4-2-3-1",0,0.6,"","2","0","https://fbref.com/en/matches/2e114c4b/Hellas-Verona-Bologna-September-18-2023-Serie-A","Hellas Verona","Home",NA,990,301,387,77.8,6149,2247,96,115,83.5,158,175,90.3,41,73,56.2,0,0.3,0.4,6,24,4,1,30
"Serie A","2023-09-18","Serie A (Matchweek 4)","Hellas Verona","3-4-3",0,0.4,"","4","0","Bologna","4-2-3-1",0,0.6,"","2","0","https://fbref.com/en/matches/2e114c4b/Hellas-Verona-Bologna-September-18-2023-Serie-A","Bologna","Away",NA,990,506,585,86.5,8884,3062,212,235,90.2,232,258,89.9,47,71,66.2,0,0.5,0.7,9,25,10,4,37
"Serie A","2023-09-22","Serie A (Matchweek 5)","Salernitana","3-4-3",1,1.1,"Jovane Cabral · 52&rsquor;","2","0","Frosinone","4-3-3",1,0.7,"Simone Romagnoli · 12&rsquor;","2","0","https://fbref.com/en/matches/da7586b5/Salernitana-Frosinone-September-22-2023-Serie-A","Salernitana","Home",NA,990,333,433,76.9,5561,2188,146,162,90.1,124,156,79.5,33,67,49.3,0,0.8,0.7,13,30,12,5,46
"Serie A","2023-09-22","Serie A (Matchweek 5)","Salernitana","3-4-3",1,1.1,"Jovane Cabral · 52&rsquor;","2","0","Frosinone","4-3-3",1,0.7,"Simone Romagnoli · 12&rsquor;","2","0","https://fbref.com/en/matches/da7586b5/Salernitana-Frosinone-September-22-2023-Serie-A","Frosinone","Away",NA,990,337,441,76.4,5646,2377,165,187,88.2,127,144,88.2,31,72,43.1,1,0.6,0.6,7,22,7,1,28
"Serie A","2023-09-22","Serie A (Matchweek 5)","Lecce","4-3-3",1,0.9,"Remi Oudin · 83&rsquor;","1","0","Genoa","4-4-2",0,0.3,"Aarón Martín · 36&rsquor;","4","1","https://fbref.com/en/matches/c66e200a/Lecce-Genoa-September-22-2023-Serie-A","Lecce","Home",NA,990,407,491,82.9,7357,2338,151,174,86.8,190,214,88.8,46,68,67.6,1,0.7,0.8,14,39,4,3,48
"Serie A","2023-09-22","Serie A (Matchweek 5)","Lecce","4-3-3",1,0.9,"Remi Oudin · 83&rsquor;","1","0","Genoa","4-4-2",0,0.3,"Aarón Martín · 36&rsquor;","4","1","https://fbref.com/en/matches/c66e200a/Lecce-Genoa-September-22-2023-Serie-A","Genoa","Away",NA,935,294,391,75.2,5903,2268,106,119,89.1,146,173,84.4,40,83,48.2,0,0.3,0.6,6,19,3,1,21
"Serie A","2023-09-23","Serie A (Matchweek 5)","Milan","4-2-3-1",1,0.9,"Rafael Leão · 8&rsquor;","4","0","Hellas Verona","3-4-3",0,0.6,"","2","0","https://fbref.com/en/matches/bbc5eb68/Milan-Hellas-Verona-September-23-2023-Serie-A","Milan","Home",NA,990,390,495,78.8,6804,2661,163,187,87.2,171,198,86.4,41,79,51.9,1,0.9,0.4,7,24,5,2,29
"Serie A","2023-09-23","Serie A (Matchweek 5)","Milan","4-2-3-1",1,0.9,"Rafael Leão · 8&rsquor;","4","0","Hellas Verona","3-4-3",0,0.6,"","2","0","https://fbref.com/en/matches/bbc5eb68/Milan-Hellas-Verona-September-23-2023-Serie-A","Hellas Verona","Away",NA,990,306,420,72.9,5639,2227,130,158,82.3,135,162,83.3,33,80,41.3,0,0.6,0.7,9,26,6,2,30
"Serie A","2023-09-23","Serie A (Matchweek 5)","Sassuolo","4-2-3-1",4,1.6,"Armand Lauriente · 12&rsquor; Domenico Berardi · 41&rsquor; Andrea Pinamonti · 82&rsquor; Federico Gatti (OG) · 90+5&rsquor;","4","0","Juventus","3-1-4-2",2,1.2,"Matías Viña (OG) · 21&rsquor; Federico Chiesa · 78&rsquor;","2","0","https://fbref.com/en/matches/14cf8fd1/Sassuolo-Juventus-September-23-2023-Serie-A","Sassuolo","Home",NA,990,301,397,75.8,5771,2090,120,139,86.3,130,157,82.8,44,85,51.8,1,1.2,0.5,13,25,9,4,32
"Serie A","2023-09-23","Serie A (Matchweek 5)","Sassuolo","4-2-3-1",4,1.6,"Armand Lauriente · 12&rsquor; Domenico Berardi · 41&rsquor; Andrea Pinamonti · 82&rsquor; Federico Gatti (OG) · 90+5&rsquor;","4","0","Juventus","3-1-4-2",2,1.2,"Matías Viña (OG) · 21&rsquor; Federico Chiesa · 78&rsquor;","2","0","https://fbref.com/en/matches/14cf8fd1/Sassuolo-Juventus-September-23-2023-Serie-A","Juventus","Away",NA,990,434,522,83.1,7756,2632,203,220,92.3,165,188,87.8,52,84,61.9,1,0.9,1,10,19,12,5,30
"Serie A","2023-09-23","Serie A (Matchweek 5)","Lazio","4-3-3",1,1,"Ciro Immobile (P) · 12&rsquor;","2","0","Monza","3-4-3",1,1.2,"Roberto Gagliardini · 36&rsquor;","2","0","https://fbref.com/en/matches/5778b5c6/Lazio-Monza-September-23-2023-Serie-A","Lazio","Home",NA,990,462,557,82.9,7778,2737,238,258,92.2,158,194,81.4,55,73,75.3,0,0.2,0.5,7,46,11,0,47
"Serie A","2023-09-23","Serie A (Matchweek 5)","Lazio","4-3-3",1,1,"Ciro Immobile (P) · 12&rsquor;","2","0","Monza","3-4-3",1,1.2,"Roberto Gagliardini · 36&rsquor;","2","0","https://fbref.com/en/matches/5778b5c6/Lazio-Monza-September-23-2023-Serie-A","Monza","Away",NA,990,486,579,83.9,9025,2573,179,200,89.5,235,267,88,53,81,65.4,0,0.9,1.2,12,25,9,2,33
"Serie A","2023-09-24","Serie A (Matchweek 5)","Empoli","4-3-2-1",0,0.3,"","2","0","Internazionale","3-5-2",1,1.6,"Federico Dimarco · 51&rsquor;","2","0","https://fbref.com/en/matches/8d6212de/Empoli-Internazionale-September-24-2023-Serie-A","Empoli","Home",NA,990,308,390,79,5400,2288,133,154,86.4,138,152,90.8,28,58,48.3,0,0.2,0.3,5,26,7,3,38
"Serie A","2023-09-24","Serie A (Matchweek 5)","Empoli","4-3-2-1",0,0.3,"","2","0","Internazionale","3-5-2",1,1.6,"Federico Dimarco · 51&rsquor;","2","0","https://fbref.com/en/matches/8d6212de/Empoli-Internazionale-September-24-2023-Serie-A","Internazionale","Away",NA,990,517,621,83.3,8961,3123,245,269,91.1,198,227,87.2,56,83,67.5,0,1.5,1.6,20,28,17,6,40
"Serie A","2023-09-24","Serie A (Matchweek 5)","Atalanta","3-4-3",2,1.7,"Ademola Lookman · 33&rsquor; Mario Pašalić · 76&rsquor;","1","0","Cagliari","3-5-2",0,0.8,"","2","0","https://fbref.com/en/matches/915c6bb6/Atalanta-Cagliari-September-24-2023-Serie-A","Atalanta","Home",NA,990,460,582,79,7983,2833,210,235,89.4,175,200,87.5,54,99,54.5,2,1.7,1.2,9,38,12,1,44
"Serie A","2023-09-24","Serie A (Matchweek 5)","Atalanta","3-4-3",2,1.7,"Ademola Lookman · 33&rsquor; Mario Pašalić · 76&rsquor;","1","0","Cagliari","3-5-2",0,0.8,"","2","0","https://fbref.com/en/matches/915c6bb6/Atalanta-Cagliari-September-24-2023-Serie-A","Cagliari","Away",NA,990,333,450,74,6406,2290,140,160,87.5,140,175,80,48,92,52.2,0,0.3,0.9,6,21,10,5,22
"Serie A","2023-09-24","Serie A (Matchweek 5)","Udinese","3-5-2",0,2.2,"","0","0","Fiorentina","4-2-3-1",2,0.5,"Lucas Martínez Quarta · 32&rsquor; Giacomo Bonaventura · 90+3&rsquor;","1","0","https://fbref.com/en/matches/a7ffc8e0/Udinese-Fiorentina-September-24-2023-Serie-A","Udinese","Home",NA,990,313,427,73.3,5702,2436,125,158,79.1,135,161,83.9,39,72,54.2,0,2.1,1.6,16,19,11,4,43
"Serie A","2023-09-24","Serie A (Matchweek 5)","Udinese","3-5-2",0,2.2,"","0","0","Fiorentina","4-2-3-1",2,0.5,"Lucas Martínez Quarta · 32&rsquor; Giacomo Bonaventura · 90+3&rsquor;","1","0","https://fbref.com/en/matches/a7ffc8e0/Udinese-Fiorentina-September-24-2023-Serie-A","Fiorentina","Away",NA,990,321,445,72.1,6059,2456,133,156,85.3,130,162,80.2,48,97,49.5,1,0.4,0.3,4,26,4,1,34
"Serie A","2023-09-24","Serie A (Matchweek 5)","Bologna","4-2-3-1",0,0.2,"","4","0","Napoli","4-3-3",0,2.1,"","5","0","https://fbref.com/en/matches/17137b70/Bologna-Napoli-September-24-2023-Serie-A","Bologna","Home",NA,990,423,489,86.5,7212,2610,196,211,92.9,163,180,90.6,45,65,69.2,0,0.2,0.3,3,26,3,1,25
"Serie A","2023-09-24","Serie A (Matchweek 5)","Bologna","4-2-3-1",0,0.2,"","4","0","Napoli","4-3-3",0,2.1,"","5","0","https://fbref.com/en/matches/17137b70/Bologna-Napoli-September-24-2023-Serie-A","Napoli","Away",NA,990,424,505,84,7298,2208,186,201,92.5,194,220,88.2,34,60,56.7,0,0.4,0.6,7,40,9,2,41
"Serie A","2023-09-24","Serie A (Matchweek 5)","Torino","3-4-3",1,0.9,"Duván Zapata · 85&rsquor;","0","0","Roma","3-4-3",1,1.4,"Romelu Lukaku · 68&rsquor;","2","0","https://fbref.com/en/matches/fdd625ef/Torino-Roma-September-24-2023-Serie-A","Torino","Home",NA,990,320,427,74.9,5497,1933,140,163,85.9,126,156,80.8,38,70,54.3,1,0.9,1.2,10,31,5,3,33
"Serie A","2023-09-24","Serie A (Matchweek 5)","Torino","3-4-3",1,0.9,"Duván Zapata · 85&rsquor;","0","0","Roma","3-4-3",1,1.4,"Romelu Lukaku · 68&rsquor;","2","0","https://fbref.com/en/matches/fdd625ef/Torino-Roma-September-24-2023-Serie-A","Roma","Away",NA,990,486,605,80.3,8312,2560,224,242,92.6,219,262,83.6,35,80,43.8,0,1.1,0.9,8,24,8,3,29
"Serie A","2023-09-26","Serie A (Matchweek 6)","Juventus","3-1-4-2",1,1.4,"Arkadiusz Milik · 57&rsquor;","2","0","Lecce","4-3-3",0,0.1,"Mohamed Kaba · 90+3&rsquor;","6","1","https://fbref.com/en/matches/eb1af48a/Juventus-Lecce-September-26-2023-Serie-A","Juventus","Home",NA,990,405,492,82.3,7247,2712,184,205,89.8,170,196,86.7,40,68,58.8,1,1.4,1.6,15,24,7,2,40
"Serie A","2023-09-26","Serie A (Matchweek 6)","Juventus","3-1-4-2",1,1.4,"Arkadiusz Milik · 57&rsquor;","2","0","Lecce","4-3-3",0,0.1,"Mohamed Kaba · 90+3&rsquor;","6","1","https://fbref.com/en/matches/eb1af48a/Juventus-Lecce-September-26-2023-Serie-A","Lecce","Away",NA,989,397,484,82,7560,2207,148,162,91.4,172,195,88.2,63,101,62.4,0,0,0.2,1,29,0,0,30
"Serie A","2023-09-27","Serie A (Matchweek 6)","Empoli","4-3-2-1",1,3.2,"Tommaso Baldanzi · 34&rsquor;","2","0","Salernitana","3-4-3",0,0.6,"","1","0","https://fbref.com/en/matches/46a8983c/Empoli-Salernitana-September-27-2023-Serie-A","Empoli","Home",NA,990,244,358,68.2,4280,1744,123,141,87.2,81,122,66.4,31,66,47,1,2.7,1.5,8,20,4,0,29
"Serie A","2023-09-27","Serie A (Matchweek 6)","Empoli","4-3-2-1",1,3.2,"Tommaso Baldanzi · 34&rsquor;","2","0","Salernitana","3-4-3",0,0.6,"","1","0","https://fbref.com/en/matches/46a8983c/Empoli-Salernitana-September-27-2023-Serie-A","Salernitana","Away",NA,990,375,500,75,6582,2319,158,187,84.5,157,192,81.8,41,80,51.3,0,0.5,0.5,13,23,3,2,40
"Serie A","2023-09-27","Serie A (Matchweek 6)","Hellas Verona","3-4-3",0,0.5,"","2","0","Atalanta","3-4-3",1,1.2,"Teun Koopmeiners · 13&rsquor;","4","0","https://fbref.com/en/matches/3e492e66/Hellas-Verona-Atalanta-September-27-2023-Serie-A","Hellas Verona","Home",NA,990,310,465,66.7,6608,2790,108,141,76.6,145,187,77.5,53,112,47.3,0,0.3,0.5,6,34,4,1,39
"Serie A","2023-09-27","Serie A (Matchweek 6)","Hellas Verona","3-4-3",0,0.5,"","2","0","Atalanta","3-4-3",1,1.2,"Teun Koopmeiners · 13&rsquor;","4","0","https://fbref.com/en/matches/3e492e66/Hellas-Verona-Atalanta-September-27-2023-Serie-A","Atalanta","Away",NA,990,294,442,66.5,4967,2237,145,185,78.4,110,156,70.5,27,64,42.2,1,1.1,0.9,6,12,8,2,34
"Serie A","2023-09-27","Serie A (Matchweek 6)","Cagliari","5-4-1",1,0.9,"Zito Luvumbo · 29&rsquor;","3","0","Milan","4-3-3",3,2.1,"Noah Okafor · 40&rsquor; Fikayo Tomori · 45&rsquor; Ruben Loftus-Cheek · 60&rsquor;","1","0","https://fbref.com/en/matches/520c6833/Cagliari-Milan-September-27-2023-Serie-A","Cagliari","Home",NA,990,272,345,78.8,5095,2157,115,128,89.8,120,140,85.7,32,63,50.8,1,0.8,1.1,13,19,11,3,32
"Serie A","2023-09-27","Serie A (Matchweek 6)","Cagliari","5-4-1",1,0.9,"Zito Luvumbo · 29&rsquor;","3","0","Milan","4-3-3",3,2.1,"Noah Okafor · 40&rsquor; Fikayo Tomori · 45&rsquor; Ruben Loftus-Cheek · 60&rsquor;","1","0","https://fbref.com/en/matches/520c6833/Cagliari-Milan-September-27-2023-Serie-A","Milan","Away",NA,990,610,672,90.8,10052,3139,281,298,94.3,261,276,94.6,40,64,62.5,1,0.7,0.9,11,50,7,1,58
"Serie A","2023-09-27","Serie A (Matchweek 6)","Napoli","4-3-3",4,3.3,"Piotr Zieliński (P) · 19&rsquor; Victor Osimhen · 39&rsquor; Khvicha Kvaratskhelia · 74&rsquor; Giovanni Simeone · 81&rsquor;","1","0","Udinese","3-5-2",1,0.7,"Lazar Samardzic · 80&rsquor;","1","0","https://fbref.com/en/matches/464aa9ae/Napoli-Udinese-September-27-2023-Serie-A","Napoli","Home",NA,990,542,616,88,8931,3114,269,286,94.1,201,222,90.5,51,77,66.2,2,1.8,1.2,19,38,19,3,51
"Serie A","2023-09-27","Serie A (Matchweek 6)","Napoli","4-3-3",4,3.3,"Piotr Zieliński (P) · 19&rsquor; Victor Osimhen · 39&rsquor; Khvicha Kvaratskhelia · 74&rsquor; Giovanni Simeone · 81&rsquor;","1","0","Udinese","3-5-2",1,0.7,"Lazar Samardzic · 80&rsquor;","1","0","https://fbref.com/en/matches/464aa9ae/Napoli-Udinese-September-27-2023-Serie-A","Udinese","Away",NA,990,266,322,82.6,4605,2034,118,134,88.1,110,130,84.6,27,42,64.3,1,0.7,0.4,12,29,5,4,29
"Serie A","2023-09-27","Serie A (Matchweek 6)","Lazio","4-3-3",2,0.9,"Matías Vecino · 56&rsquor; Mattia Zaccagni · 75&rsquor;","1","0","Torino","3-4-3",0,0.3,"","4","0","https://fbref.com/en/matches/69d105e3/Lazio-Torino-September-27-2023-Serie-A","Lazio","Home",NA,990,473,564,83.9,8405,2937,219,241,90.9,198,215,92.1,51,85,60,2,0.9,0.8,6,39,12,1,41
"Serie A","2023-09-27","Serie A (Matchweek 6)","Lazio","4-3-3",2,0.9,"Matías Vecino · 56&rsquor; Mattia Zaccagni · 75&rsquor;","1","0","Torino","3-4-3",0,0.3,"","4","0","https://fbref.com/en/matches/69d105e3/Lazio-Torino-September-27-2023-Serie-A","Torino","Away",NA,990,467,550,84.9,8579,2599,197,211,93.4,215,239,90,46,83,55.4,0,0.2,0.2,5,28,2,2,28
"Serie A","2023-09-27","Serie A (Matchweek 6)","Internazionale","3-5-2",1,0.9,"Denzel Dumfries · 45+1&rsquor;","0","0","Sassuolo","4-2-3-1",2,1,"Nedim Bajrami · 54&rsquor; Domenico Berardi · 63&rsquor;","1","0","https://fbref.com/en/matches/e70ac4b1/Internazionale-Sassuolo-September-27-2023-Serie-A","Internazionale","Home",NA,990,529,640,82.7,9387,3370,237,260,91.2,210,234,89.7,57,101,56.4,1,0.8,1.1,10,47,16,4,51
